@relation wine-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6
6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.966667,7
6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5
8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6
7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3
6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7
6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6
7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.333333,6
5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.633333,7
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6
6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6
6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6
5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7
6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7
6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7
6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6
6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5
6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.966667,7
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6
6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6
6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5
6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5
6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5
7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,6
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6
7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6
6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,5
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6
8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5
7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5
6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5
6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.733333,6
6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,5
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,5
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6
6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6
6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6
7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,5
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,6
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5
5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5
5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6
6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6
8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5
7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5
6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,5
6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6
7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5
6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,4
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7
6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,6
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7
6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5
7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6
6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5
6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7
6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5
6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,5
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6
6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
